302.561,328.886,0.93538,289.544,389.289,0.896152,229.071,389.334,0.8284,208.069,489.103,0.774662,265.923,518.1,0.861157,352.535,386.85,0.880117,397.229,470.862,0.724831,368.266,449.696,0.867719,302.514,528.595,0.775377,260.606,533.786,0.769357,284.176,575.953,0.813242,347.41,765.135,0.631997,342.047,523.325,0.759413,386.601,575.881,0.827366,349.948,783.429,0.692724,284.31,318.453,0.917553,310.52,318.393,0.849106,263.201,318.459,0.909287,326.411,313.192,0.858166,389.298,835.994,0.677661,402.454,828.098,0.674909,329.008,791.409,0.477876,381.475,825.498,0.223502,365.718,828.038,0.230267,329.018,788.597,0.318651
299.978,334.209,0.871039,286.915,384.121,0.873047,221.297,381.435,0.838202,197.552,428.815,0.835152,265.827,386.613,0.83432,349.906,386.686,0.873125,389.487,468.124,0.804872,357.818,431.289,0.825739,292.178,531.223,0.732968,250.093,533.748,0.729328,281.562,565.435,0.792323,349.95,767.66,0.625153,339.37,531.166,0.707997,386.579,576.002,0.844202,347.439,785.988,0.741788,284.15,323.662,0.967092,305.413,323.568,0.93136,260.593,320.959,0.904024,323.712,318.38,0.816474,389.434,838.644,0.673012,402.518,830.671,0.6841,328.987,793.99,0.531102,389.395,828.155,0.256285,371.008,828.188,0.257247,331.556,788.66,0.299455
297.376,339.456,0.865502,286.916,386.667,0.900436,221.299,384.063,0.856353,184.454,431.428,0.832355,260.587,389.486,0.789624,352.559,386.842,0.873136,399.844,470.887,0.779554,357.869,431.499,0.846839,294.737,531.258,0.755105,250.109,533.795,0.749209,281.689,575.915,0.824307,347.369,767.781,0.645821,336.842,531.176,0.735944,384.034,578.488,0.82721,347.39,786.024,0.738883,281.65,326.181,0.952652,305.306,323.727,0.975583,260.512,323.595,0.923651,323.622,320.952,0.784387,389.292,836.004,0.662697,402.43,828.177,0.6695,328.93,799.263,0.495805,389.327,828.067,0.306037,368.421,828.134,0.292794,326.438,788.793,0.298721
281.708,342.034,0.923497,284.362,386.658,0.903852,221.21,386.647,0.876729,187.088,447.177,0.792096,260.707,394.565,0.842758,347.416,386.749,0.885816,397.248,470.779,0.797827,365.639,447.18,0.889582,294.739,531.204,0.750527,250.107,533.761,0.750533,281.664,575.976,0.835319,347.403,767.769,0.661338,339.387,531.151,0.729336,384.032,578.526,0.823689,347.343,786.001,0.743268,265.958,326.247,0.916609,297.336,323.772,0.902931,252.69,323.558,0.75221,321.005,318.38,0.846468,386.8,835.98,0.659284,399.866,828.15,0.674013,328.88,799.224,0.517081,389.399,828.034,0.306084,370.986,828.126,0.295839,328.932,788.771,0.292123
281.653,328.984,0.935123,289.524,386.595,0.880712,229.066,386.571,0.825744,242.23,444.545,0.46877,271.107,460.26,0.589719,349.987,386.713,0.882939,376.268,449.867,0.839431,307.878,431.339,0.901427,294.734,531.162,0.742585,252.693,533.729,0.742407,281.694,578.5,0.842802,347.388,767.773,0.647951,334.195,528.551,0.7292,384.023,578.638,0.805048,347.38,786.016,0.734731,265.901,323.514,0.900979,294.733,320.998,0.861462,255.34,321.029,0.548757,321.024,313.149,0.850293,389.305,838.592,0.667304,402.458,828.202,0.680183,326.414,799.231,0.509268,389.43,828.075,0.276895,371.031,828.166,0.270318,326.427,788.803,0.308879
284.172,326.336,0.972955,289.479,381.511,0.853829,229.127,381.439,0.81845,221.225,426.109,0.731981,218.603,449.869,0.88722,347.42,384.116,0.882554,370.955,452.393,0.873496,294.749,407.781,0.864048,294.729,531.275,0.751646,252.703,533.813,0.7549,281.517,578.455,0.80693,347.294,770.386,0.679219,334.202,531.187,0.731235,384.101,578.616,0.814264,347.362,786.025,0.720847,268.538,315.762,0.846068,300.055,310.597,0.875252,257.994,318.425,0.707546,323.661,313.15,0.88775,386.688,833.434,0.597039,394.648,828.094,0.612006,328.888,801.894,0.432045,386.781,828.049,0.393299,368.349,828.144,0.379759,328.968,788.823,0.313101
281.597,326.341,0.959483,284.4,381.4,0.858041,223.88,386.584,0.857431,221.132,418.277,0.796002,242.254,434.002,0.872047,347.285,371.059,0.867115,399.848,392.004,0.78603,323.77,397.291,0.872819,297.328,533.747,0.75776,252.722,533.882,0.753852,281.644,578.525,0.820221,347.403,770.286,0.635173,339.379,531.191,0.736358,384.087,581.164,0.802108,349.919,786.106,0.722913,265.825,315.832,0.881989,294.738,313.178,0.832815,252.774,320.99,0.758431,318.455,313.194,0.85497,386.75,838.668,0.651656,399.876,830.701,0.662556,328.998,801.832,0.494433,384.07,825.53,0.2537,368.285,828.123,0.266572,328.966,788.799,0.307274
279.04,331.505,0.895845,284.327,381.502,0.878648,221.322,386.789,0.884522,221.282,426.112,0.765202,244.904,447.168,0.831659,347.218,371.014,0.861071,397.188,392.032,0.800241,310.585,402.506,0.814781,302.532,536.4,0.817744,260.657,536.524,0.784293,281.634,581.141,0.783976,350.006,767.818,0.588166,342.005,533.856,0.77185,384.078,578.649,0.800276,349.919,786.134,0.733931,263.271,323.522,0.942237,289.503,321.035,0.876113,247.549,321.042,0.613305,315.814,320.95,0.852455,389.288,841.31,0.645765,399.857,830.793,0.643393,329.006,799.268,0.522691,389.408,828.123,0.224259,0,0,0,0,0,0
278.919,334.16,0.858836,284.322,384.111,0.905836,223.839,386.829,0.879633,221.355,434.102,0.826557,244.815,449.835,0.863736,344.765,376.233,0.851235,389.442,428.643,0.884023,305.187,418.232,0.860681,297.34,533.952,0.784322,255.372,536.48,0.760081,281.673,578.635,0.786581,349.961,770.392,0.638149,336.803,533.823,0.764027,384.091,578.6,0.803073,352.54,788.675,0.701427,263.195,323.613,0.957499,286.911,323.57,0.911181,244.959,318.416,0.4464,313.159,321.022,0.847007,386.711,841.269,0.639992,399.848,830.777,0.655161,334.151,804.53,0.48063,389.314,828.1,0.275907,370.954,828.2,0.284858,334.218,791.309,0.287748
281.515,339.43,0.903367,286.846,384.121,0.881696,223.92,386.846,0.868292,221.145,449.723,0.907861,257.981,455.108,0.79998,347.346,376.234,0.831298,397.252,410.381,0.847245,323.618,420.929,0.86025,302.554,533.828,0.816457,263.135,533.953,0.799579,284.276,586.421,0.759273,357.816,772.975,0.570653,341.962,533.737,0.753733,386.744,586.387,0.799649,352.572,786.189,0.719978,263.309,323.773,0.966043,289.56,323.644,0.904944,250.109,323.67,0.471829,318.455,321.079,0.877387,389.306,846.42,0.647152,402.486,833.372,0.637845,336.833,804.462,0.496087,389.374,828.178,0.248989,373.601,830.753,0.260131,344.689,793.961,0.209975
